filepath,label,writer_id,sheet_id,source_sheet,cell_index
dataset/images/1/ Khan_ 1_ sheet3_ 14.png,1,Khan,sheet3,Khan_1_sheet3.JPG,14
dataset/images/1/ Khan_ 1_ sheet3_ 15.png,1,Khan,sheet3,Khan_1_sheet3.JPG,15
dataset/images/1/ Khan_ 1_ sheet3_ 16.png,1,Khan,sheet3,Khan_1_sheet3.JPG,16
dataset/images/1/ Khan_ 1_ sheet3_ 17.png,1,Khan,sheet3,Khan_1_sheet3.JPG,17
dataset/images/1/ Khan_ 1_ sheet3_ 18.png,1,Khan,sheet3,Khan_1_sheet3.JPG,18
dataset/images/1/ Khan_ 1_ sheet3_ 19.png,1,Khan,sheet3,Khan_1_sheet3.JPG,19
dataset/images/1/ Khan_ 1_ sheet3_ 20.png,1,Khan,sheet3,Khan_1_sheet3.JPG,20
dataset/images/1/ Khan_ 1_ sheet3_ 21.png,1,Khan,sheet3,Khan_1_sheet3.JPG,21
dataset/images/1/ Khan_ 1_ sheet3_ 22.png,1,Khan,sheet3,Khan_1_sheet3.JPG,22
dataset/images/1/ Khan_ 1_ sheet3_ 23.png,1,Khan,sheet3,Khan_1_sheet3.JPG,23
dataset/images/1/ Khan_ 1_ sheet3_ 24.png,1,Khan,sheet3,Khan_1_sheet3.JPG,24
dataset/images/1/ Khan_ 1_ sheet3_ 25.png,1,Khan,sheet3,Khan_1_sheet3.JPG,25
dataset/images/1/ Khan_ 1_ sheet3_ 26.png,1,Khan,sheet3,Khan_1_sheet3.JPG,26
dataset/images/1/ Khan_ 1_ sheet3_ 27.png,1,Khan,sheet3,Khan_1_sheet3.JPG,27
dataset/images/1/ Khan_ 1_ sheet3_ 28.png,1,Khan,sheet3,Khan_1_sheet3.JPG,28
dataset/images/1/ Khan_ 1_ sheet3_ 29.png,1,Khan,sheet3,Khan_1_sheet3.JPG,29
dataset/images/1/ Khan_ 1_ sheet3_ 30.png,1,Khan,sheet3,Khan_1_sheet3.JPG,30
dataset/images/1/ Khan_ 1_ sheet3_ 31.png,1,Khan,sheet3,Khan_1_sheet3.JPG,31
dataset/images/1/ Khan_ 1_ sheet3_ 32.png,1,Khan,sheet3,Khan_1_sheet3.JPG,32
dataset/images/1/ Khan_ 1_ sheet3_ 33.png,1,Khan,sheet3,Khan_1_sheet3.JPG,33
dataset/images/1/ Khan_ 1_ sheet3_ 34.png,1,Khan,sheet3,Khan_1_sheet3.JPG,34
dataset/images/1/ Khan_ 1_ sheet3_ 35.png,1,Khan,sheet3,Khan_1_sheet3.JPG,35
dataset/images/1/ Khan_ 1_ sheet3_ 36.png,1,Khan,sheet3,Khan_1_sheet3.JPG,36
dataset/images/1/ Khan_ 1_ sheet3_ 37.png,1,Khan,sheet3,Khan_1_sheet3.JPG,37
dataset/images/1/ Khan_ 1_ sheet3_ 38.png,1,Khan,sheet3,Khan_1_sheet3.JPG,38
dataset/images/1/ Khan_ 1_ sheet3_ 39.png,1,Khan,sheet3,Khan_1_sheet3.JPG,39
dataset/images/1/ Khan_ 1_ sheet3_ 40.png,1,Khan,sheet3,Khan_1_sheet3.JPG,40
dataset/images/1/ Khan_ 1_ sheet3_ 41.png,1,Khan,sheet3,Khan_1_sheet3.JPG,41
dataset/images/1/ Khan_ 1_ sheet3_ 42.png,1,Khan,sheet3,Khan_1_sheet3.JPG,42
dataset/images/1/ Khan_ 1_ sheet3_ 43.png,1,Khan,sheet3,Khan_1_sheet3.JPG,43
